Manuscript,Canonical Story ID,Canonical Story Title,Folio Start,Column Start,Line Start,Folio End,Column End,Line End,Miracle Number,Number of Paintings,Incipit,Macomber Incipit,Confidence Score,Notes
EMML (HMML) 683,610,Homily on the vision of Saint John the Evangelist.,48a,,,48a,,,,,ኦፍቁራን፡ ደቂቀ፡ ወንጌል፡ እለ፡ ዕቁባን፡ በስመ፡ ሥላሴ፡ ወእለ፡ ትትሜክሑ፡ በንጽሐ፡ ድንግልናሃ፡ ለእግዝእትነ፡…. ርኢክሙኒ፡ ዘየዐቢ፡ እምዝንቱ፡ ነገር፡ ዘርእየ፡ ዮሐንስ፡ ወልደ፡ ነጕድጓድ፡ ርዓይ፡ ኅቡአት፡ ዘረፈቀ፡ ውስተ፡ ሕፅነ፡ ነድ,TRUE,High,
EMML (HMML) 683,611,Continuation of the preceding homily on the vision of the Apocalypse.,48a,,,48a,,,,,ወካዕበ፡ ላቲ፡ ለይእቲ፡ ብእሲት፡ አክናፍ፡ ዐበይት፡ መንፈሳውያን፡ በዘትሠርር፡ ቦሙ፡ ለበጺሐ፡ ኵሉ፡ ዓለም,TRUE,High,
EMML (HMML) 683,612,Continuation of the preceding homily on the vision of the Apocalypse,48b,,,48b,,,,,አልቦ፡ እምሰብእ፡ ዘይትረከብ፡ እምአዳም፡ አቡነ፡ ወሔዋን፡ እምነ፡ ዘኢአበሰ፡ በሕሊናሁ፡ እመኒ፡ በፍጥወተ፡ ንዋይ፡ ዘዝንቱ፡ ዓለም፡ ዘተሰምየ፡ ዝሙተ፡ በከመ፡ ጸሐፉ፡ ሐዋርያት,TRUE,High,
EMML (HMML) 683,613,Conclusion of the preceding homily on the vision of the Apocalypse.,49a,,,49a,,,,,ይቤሉ፡ ሐዋርያት፡ በሲኖዶሶሙ፡ ውእቱ፡ ኢየሱስ፡ ክርስቶስ፡ ዘተወልደ፡ እምማርያም፡ እምቅድስት፡ ድንግል፡ ዘንጽሕት፡ እምትዝብሕት፡ ወርኰስት፡ ወኵሉ፡ ክርስቲያናዊ፡ ዘቦ፡ ላዕሌሁ፡ መንፈስ፡ ቅዱስ፡ ይሜህር፡ ንጽሐ፡ ድንግልናሃ,TRUE,High,
EMML (HMML) 683,614,The Apostles decree that the events concerning the Transitus of Saint Mary that they have witnessed three times should be written down and that be commemorated three times a year.,137a,,,137a,,,,,ወፈጺሞሙ፡ ሐዋርያት፡ ጸልዩ፡ ወይቤሉ፡ ንጽሕፍ፡ ኵሎ፡ ዘርኢነ፡ ወዘሰማዕነ፡ ወዘጠየቅነ፡ በእንተ፡ ፍልሰታ፡ ለእግዝእትነ፡ ማርያም፡ እምዝዓለም። በ፫፻፵፡ ወ፭፡ ዓመት፡ ኮነ፡ ፍልሰታ፡ ለእግዝእትነ። ወናሁ፡ ሠራዕነ፡ ወአዘዝነ፡ ከመ፡ ይግበሩ፡ ተዝካራ፡ ለእግዝእትነ፡ ማርያም፡ ወቡርክት፡ ለለዓመት፡ ፫፡ ጊዜ,TRUE,High,
EMML (HMML) 683,615,"Homily on the silver bird with gilded wings (Ps. 67,14).",159a,,,159a,,,,,ስምዑኬ፡ ደቂቀ፡ ቤተ፡ ክርስቲያን፡ መአንዝረ፡ ቃላቲሁ፡ ለቅዱሰ፡ እስራኤል፡ አዕዋፈ፡ ወንጌሉ፡ ለዘተወልደ፡ እምርግብ፡ በብሩር፡ ወግቡር፡ አክናፊሃ፡ ወገበዋቲሃ፡ በሐመልማለ፡ ወርቅ፡ ወትሰመይ፡ በአክናፍ፡ እምመንፈስ፡ ለተጋብኦ፡ ውስተ፡ አፀደ፡ ሃይማኖት,TRUE,High,
EMML (HMML) 683,616,"The acts of Saint Paul in Wariqon, as narrated by Saint Peter.",167a,,,167a,,,,,ተብህለ፡ አመ፡ ገብረት፡ ተአምረ፡ ወመንክረ፡ እግዝእትነ፡…. በሀገረ፡ ዋሪቆን፡ በላዕለ፡ ዕደ፡ ሐዋርያ፡ ጳውሎስ። ይቤ፡ ጴጥሮስ፡ ርእሶሙ፡ ለሐዋርያት፡ አመ፡ ሖረ፡ ቅዱስ፡ ጳውሎስ፡ በሀገረ፡ ቅጥራግና፡ ረከበኒ፡ ሊተ፡ ጴጥሮስ,TRUE,High,
EMML (HMML) 683,617,"When the Jews try to seize Saint Mary and the Apostles in Bethlehem, they are taken by the Spirit to the Temple, the house being left empty.",173b,,,173b,,,,,ወበይእቲ፡ ዕለት፡ መኳንንት፡ ዘቤተ፡ ልሔም፡ ጸውእዎሙ፡ ለእሙንቱ፡ ዕደው፡ እለ፡ ተፈወሱ፡ እምደዌሆሙ፡ ኀበ፡ እግዝእትነ፡…. ተስዕልዎሙ፡ ወይቤሎሙ፡ ንግሩነ፡ ዘገብረት፡ መንክረ፡ ለክሙ፡ እግዝእትነ፡ ማርያም,TRUE,High,
EMML (HMML) 683,618,The governor believes in Christ and rebukes the Jews (continuation of the preceding miracle).,174b,,,174b,,,,,ወበሳኒታ፡ ለአከ፡ መኰንን፡ ያስተጋብኦሙ፡ ለካህናት፡ ወለኵሎሙ፡ ሰብአ፡ ቤተ፡ መቅደስ፡ ወይቤሎሙ፡ እኩያን፡ ሕዝብ፡ እለ፡ ሰቀልክምዎ፡ ለክርስቶስ፡ ዘወረደ፡ እምሰማያት,TRUE,High,
EMML (HMML) 683,619,The Spirit tells the Apostles to take Saint Mary from the Temple.,210a,,,210a,,,,,ወሶበ፡ ጸብሐ፡ ይቤሎሙ፡ መንፈስ፡ ቅዱስ፡ ለሐዋርያት፡ ንሥእዋ፡ ለማርያም፡ ወአምጽእዋ፡ እምቤተ፡ መቅደስ፡ ወወሰድዋ፡ እንተ፡ ታበጽሕ፡ ውስተ፡ ፈለግ,TRUE,High,
EMML (HMML) 683,620,"Homily on the Annunciation, preceded by the gospel text.",217a,,,217a,,,,,ወበሳድስ፡ ወርኅ፡ ተፈነወ፡ ገብርኤል፡ መልአክ፡ እምኀበ፡ እግዚአብሔር፡ ሀገረ፡ ገሊላ፡…. እንዘ፡ ኢየአምር፡ ብእሴ። ኦቅድስት፡ ድንግል፡ እንተ፡ አውሥአቶ፡ ለመልአክ፡ በግህደት፡ ንጽሕት፡ ድንግልናሃ,TRUE,High,
EMML (HMML) 683,621,Continuation of the preceding homily on the Annunciation.,217b,,,217b,,,,,ኀደረ፡ እግዚእ፡ ውስተ፡ ከርሠ፡ ድንግል፡ ፱፡ አውራኃ፡ ወ፭፡ ዕለተ፡ ከመ፡ ሰብእ፡ ልህቀ፡ ውስተ፡ ማኅፀን,TRUE,High,
EMML (HMML) 6917,13,"The election of Patriarch Matthew I ,",1r,,,1r,,,,,,FALSE,,
EMML (HMML) 6917,98,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",111b,,,111b,,,,,,FALSE,,
EMML (HMML) 6917,99,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",115a,,,115a,,,,,,FALSE,,
EMML (HMML) 6917,100,The arrival of the Holy Family in Sāmǝnon.,117b,,,117b,,,,,,FALSE,,
EMML (HMML) 6917,101,The arrival of the Holy Family in Sāmǝnon.,118b,,,118b,,,,,,FALSE,,
EMML (HMML) 6917,106,The arrival of the Holy Family in Sāmǝnon.,122a,,,122a,,,,,,FALSE,,
EMML (HMML) 6917,112,The arrival of the Holy Family in Sāmǝnon.,113a,,,113a,,,,,,FALSE,,
EMML (HMML) 6917,113,The arrival of the Holy Family in Sāmǝnon.,113a,,,113a,,,,,,FALSE,,
EMML (HMML) 6917,114,The arrival of the Holy Family in Sāmǝnon.,119a,,,119a,,,,,,FALSE,,
EMML (HMML) 6917,125,The story of the cannibal from Qemer.,120b,,,120b,,,,,,FALSE,,
EMML (HMML) 6917,126,The man who was possessed by a spirit of epilepsy [nagargar] for 47 years.,116b,,,116b,,,,,,FALSE,,
EMML (HMML) 6917,135,The sinful deacon who was healed by a drop of Saint Mary's milk.,17b,,,17b,,,,,,FALSE,,
EMML (HMML) 6917,136,The brigand whom the king's soldiers could not kill.,18b,,,18b,,,,,,FALSE,,
EMML (HMML) 6917,137,The Emperor of Rome who erected an altar in his palace.,20a,,,20a,,,,,,FALSE,,
EMML (HMML) 6917,138,"Saint Mary commands a deacon to give Christian burial to a sinful deacon assassinated by his enemies; when they disinter him, a flower is found in his mouth.",21a,,,21a,,,,,,FALSE,,
EMML (HMML) 6917,139,The repentant knight who could pray only the Hail Mary.,22b,,,22b,,,,,,FALSE,,
EMML (HMML) 6917,140,The sinful deacon whom his enemies could not kill until he had confessed himself to a priest.,23b,,,23b,,,,,,FALSE,,
EMML (HMML) 6917,141-A,The bishop for whom Saint Mary tailored a new sackcloth sends a penitent to Santiago.,24b,,,24b,,,,,,FALSE,,
EMML (HMML) 6917,142,"The deacon's prayer that contained five times ""Rejoice!"" [tafassehiyat].",26a,,,26a,,,,,,FALSE,,
EMML (HMML) 6917,144,The pilgrim to Santiago whom Satan persuaded to mutilate himself after falling into a sexual sin.,26b,,,26b,,,,,,FALSE,,
EMML (HMML) 6917,145,The priest who could only say the Mass of the Virgin Mary.,28a,,,28a,,,,,,FALSE,,
EMML (HMML) 6917,146,The knight who wanted to seduce the daughter of the cobbler.,29a,,,29a,,,,,,FALSE,,
EMML (HMML) 6917,147,The Jewish boy who received Holy Communion with his Christian companions.,32a,,,32a,,,,,,FALSE,,
EMML (HMML) 6917,148,The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel),33a,,,33a,,,,,,FALSE,,
EMML (HMML) 6917,149,A man who drowned when a pilgrim ship sank is resuscitated.,34b,,,34b,,,,,,FALSE,,
EMML (HMML) 6917,150,The divorced wife who prayed for revenge against her rival.,35b,,,35b,,,,,,FALSE,,
EMML (HMML) 6917,151,The woman from Rome whose daughter rose up on the anniversary of her death.,37a,,,37a,,,,,,FALSE,,
EMML (HMML) 6917,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,38b,,,38b,,,,,,FALSE,,
EMML (HMML) 6917,153,The young man who used to bring roses to the icon of Saint Mary.,39b,,,39b,,,,,,FALSE,,
EMML (HMML) 6917,154,The two women who were attacked by robbers on their way to church.,34a,,,34a,,,,,,FALSE,,
EMML (HMML) 6917,154,The two women who were attacked by robbers on their way to church.,41a,,,41a,,,,,,FALSE,,
EMML (HMML) 6917,155,"The sister of Emperor Constantine who prayed to know how Saint Mary bore the Word of God, but then failed to recognize her Son when he appeared to her in church.",41b,,,41b,,,,,,FALSE,,
EMML (HMML) 6917,156,The young novice whom Saint Mary encouraged to persevere in his vocation,42b,,,42b,,,,,,FALSE,,
EMML (HMML) 6917,157,The pious official who was accused of embezzlement and of having an affair with the wife of his lord.,44a,,,44a,,,,,,FALSE,,
EMML (HMML) 6917,158,The prioress who became pregnant after sinning with a servant.,45a,,,45a,,,,,,FALSE,,
EMML (HMML) 6917,159,"A nun sacristan elopes with a priest, but afterwards they repent.",47a,,,47a,,,,,,FALSE,,
EMML (HMML) 6917,160,The bee keeper who consulted a sorceress to have more honey.,49a,,,49a,,,,,,FALSE,,
EMML (HMML) 6917,161,The pious monk (or: Hebrew from Akhmim) whom Saint Mary made young.,50a,,,50a,,,,,,FALSE,,
EMML (HMML) 6917,162,The pious monk scribe who used to write Saint Mary's name in golden ink.,50b,,,50b,,,,,,FALSE,,
EMML (HMML) 6917,163,"The Muslim whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.",83a,,,83a,,,,,,FALSE,,
EMML (HMML) 6917,163,"The Muslim whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.",51b,,,51b,,,,,,FALSE,,
EMML (HMML) 6917,164,A nun in prison for her faith prays for two virgins.,52a,,,52a,,,,,,FALSE,,
EMML (HMML) 6917,165,The sinful woman who despaired when she kept on sinning and swallowed a scorpion.,53a,,,53a,,,,,,FALSE,,
EMML (HMML) 6917,166,"The prudent monk who suspected that the food that the monks were eating was harmful, but then saw Saint Mary making it tasty for them.",53b,,,53b,,,,,,FALSE,,
EMML (HMML) 6917,167,The woman who was prevented from fasting by her husband.,54b,,,54b,,,,,,FALSE,,
EMML (HMML) 6917,168,The noblewoman who was persuaded by her spiritual father to give away her fine clothes.,55a,,,55a,,,,,,FALSE,,
EMML (HMML) 6917,169,The rich merchant from Constantinople who lost all his money and made the icon of Saint Mary his guarantor when he borrowed money from a usurer.,56b,,,56b,,,,,,FALSE,,
EMML (HMML) 6917,170,Saint Mary saves from a lion a pious monk who had drunk too much wine.,59a,,,59a,,,,,,FALSE,,
EMML (HMML) 6917,171,The husband who broke his vow that he would live in continence with his wife.,59b,,,59b,,,,,,FALSE,,
EMML (HMML) 6917,172,The merchant who distributed as alms the money that had been loaned him by a friend.,61b,,,61b,,,,,,FALSE,,
EMML (HMML) 6917,173,"The two brothers from Rome, Peter, a deacon, and Stephen, an avaricious magistrate.",63a,,,63a,,,,,,FALSE,,
EMML (HMML) 6917,174,Saint Mary saves the soul of a rich sinner who had repented and was planning to build a monastery and become a monk.,64b,,,64b,,,,,,FALSE,,
EMML (HMML) 6917,175,"Pachomius, the avaricious patriarch of Rome, who sold the chrism of the church.",66a,,,66a,,,,,,FALSE,,
EMML (HMML) 6917,176,The avaricious priest who visited a dying man who loved bribes.,68a,,,68a,,,,,,FALSE,,
EMML (HMML) 6917,177,The nun who was dissuaded from eloping with a knight by a vision of Hell.,70a,,,70a,,,,,,FALSE,,
EMML (HMML) 6917,178,The shepherd near the church of Saint Paul in Rome who was possessed by a demon.,71a,,,71a,,,,,,FALSE,,
EMML (HMML) 6917,179,The monk who has carried by the bretheren to church when he became too sick to walk.,72b,,,72b,,,,,,FALSE,,
EMML (HMML) 6917,180,The rich knight who was advised by an abbot to pray to Saint Mary to win the heart of the woman with whom he was in love.,73b,,,73b,,,,,,FALSE,,
EMML (HMML) 6917,181,The monk custodian of the church who prayed to see Saint Mary.,75a,,,75a,,,,,,FALSE,,
EMML (HMML) 6917,182,The bankrupt merchant to whom Satan offered two pearls if he would deny Christ and Saint Mary.,76b,,,76b,,,,,,FALSE,,
EMML (HMML) 6917,183,A herdsman saves his beasts in a storm by praying to Saint Mary.,78b,,,78b,,,,,,FALSE,,
EMML (HMML) 6917,185,The rich woman who went with the monks to the manbalis for prayer and there saw a vision of Saint Mary.,81a,,,81a,,,,,,FALSE,,
EMML (HMML) 6917,187,The peasant who complained to Saint Mary because she did not reply to his Hail Mary.,82b,,,82b,,,,,,FALSE,,
EMML (HMML) 6917,188,The Jewish cowherd who was baptized by his Christian companions.,85a,,,85a,,,,,,FALSE,,
EMML (HMML) 6917,189,The mighty Goliath threatens to destroy the monastery of Saint Mary.,86b,,,86b,,,,,,FALSE,,
EMML (HMML) 6917,190,The Muslim who found an icon of Saint Mary in his house.,88a,,,88a,,,,,,FALSE,,
EMML (HMML) 6917,191,The only son of a king who dedicated himself to Saint Mary.,89a,,,89a,,,,,,FALSE,,
EMML (HMML) 6917,192,"The young man who was ready to serve Satan, but refused to deny Saint Mary.",92a,,,92a,,,,,,FALSE,,
EMML (HMML) 6917,193,"A knight tries to seduce the wife of a friend, but she is saved by a vision.",94a,,,94a,,,,,,FALSE,,
EMML (HMML) 6917,194,The pious rich man whom Satan served in hopes of destroying him.,96b,,,96b,,,,,,FALSE,,
EMML (HMML) 6917,195,The peasant who became rich from other people's goods.,99b,,,99b,,,,,,FALSE,,
EMML (HMML) 6917,196,The hypocritical superior of a monastery who pretended to be religious.,100a,,,100a,,,,,,FALSE,,
EMML (HMML) 6917,197,The Jew of Constantinople who threw an icon of Saint Mary into the latrine.,101a,,,101a,,,,,,FALSE,,
EMML (HMML) 6917,198,The woman from Rome who killed the baby she bore after sleeping with her son,102a,,,102a,,,,,,FALSE,,
EMML (HMML) 6917,199,"The monk who got himself appointed abbot of another monastery by the king, without the consent of the monks.",103b,,,103b,,,,,,FALSE,,
EMML (HMML) 6917,200,The young man who offered the ring he had received from his girl friend to the icon of Saint Mary.,104b,,,104b,,,,,,FALSE,,
EMML (HMML) 6917,201,A ship that was about to founder is saved when they pray to Saint Mary.,106b,,,106b,,,,,,FALSE,,
EMML (HMML) 6917,202,The Jew who attacked the icon of Saint Mary when he failed to obtain by litigation someone else's property.,107b,,,107b,,,,,,FALSE,,
EMML (HMML) 6917,203,"The knight who denied Christ at the bidding of Satan, in order to have fine clothes for a reception, but refused to deny Saint Mary.",108a,,,108a,,,,,,FALSE,,
EMML (HMML) 6917,204,The monk who was custodian of a church near a river and drowned while trying to cross to visit his lover.,109b,,,109b,,,,,,FALSE,,
EMML (HMML) 6917,205,"The nun who used to pray for the dead, but lost her virginity and died before completing her penance.",110a,,,110a,,,,,,FALSE,,
EMML (HMML) 6917,206,The nun whom Saint Mary admonished to recite the Hail Mary more attentively.,111a,,,111a,,,,,,FALSE,,
EMML (HMML) 6938,1-A,Vision of Theophilus of Alexandria.,9r,,,9r,,,,,በእንተ፡ ዘከመ፡ አስተርአየቶ፡ ለቴዎፍሎስ፡ ሊቀ፡ ጳጳሳት፡ ወዘከመ፡ ተናገረቶ፡ ወአጽነዐቶ፡ እምደካመ፡ ፍኖት። ይቤ፡ ቴዎፍሎስ፡ ሊቀ፡ ጳጳሳት፡ ስምዑ፡ አበውየ፡ ወአኀውየ፡ ዘእነግረክሙ፡ በፍርሃት፡ ወበረዓድ፡ ወበሃይማኖት፡ ርትዕት,TRUE,High,
EMML (HMML) 6938,2,"The monk who got himself appointed abbot of another monastery by the king, without the consent of the monks.",16v,,,16v,,,,,በእንተ፡ ዘከመ፡ አስተርአየቶ፡ ለቴዎፍሎስ፡…. እምድካመ፡ ፍኖት፡…. ወእንዘ፡ ከመዝ፡ አስተርአዮ፡ ሰይጣን፡ ለሄሮድስ፡ ቃለ፡ በቃል,TRUE,High,
EMML (HMML) 6938,3,The Nativity; the adoration of the shepherds and the Magi.,18r,,,18r,,,,,በእንተ፡ ዘከመ፡ አስተርአየቶ፡ ለቴዎፍሎስ፡…. እምድካመ፡ ፍኖት፡…. ወእንዘ፡ ይነውም፡ ዮሴፍ፡ በሌሊት፡ አስተርአዮ፡ መልአከ፡ እግዚአብሔር,TRUE,High,
EMML (HMML) 6938,4,"A man prays for his sick son before the icon of Saint Mary; she sends Saint Qirqos, then comes herself with Saint George to cure him.",20r,,,20r,,,,,,FALSE,,
EMML (HMML) 6938,5,The prophecy of Ezra concerning the Ark of Zion (continued).,23r,,,23r,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ አፍርንጊ፡ እምአድያመ፡ አፍራንሳ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. እምንእሱ፡ ወይትለአካ፡ በኵሉ፡ ኀይሉ። ወሶበ፡ በጽሐ፡ አምጣነ፡ አውስቦ፡ አስተዋሰብዎ፡ አበዊሁ፡ ወለተ፡ እምአውላደ፡ አፍርንጊ,TRUE,High,
EMML (HMML) 6938,6,Saladdin and his men try to force their way into the house where Saint Mary was born.,27v,,,27v,,,,,ወኮነ፡ በ፲፻፡ ወ፻፡ ወ፳፡ ዓመተ፡ ሰማዕታት፡ ንጹሓን፡ በመዋዕሊሁ፡ ለአብ፡ እግዚእ፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ማቴዎስ፡ ወኮነ፡ በሀገረ፡ ምስር፡ ረሓብ፡ ዐቢይ,TRUE,High,
EMML (HMML) 6938,7,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",29v,,,29v,,,,,ወሀሎ፡ በደብረ፡ ቅዱስ፡ ዐቢይ፡ አባ፡ ሳሙኤል፡ ዘቀልሞን፡ ቤተ፡ ክርስቲያን፡ ሠናይት፡ በስመ፡ እግዝእትነ፡…. ወኮነ፡ ውስተ፡ ዛቲ፡ ቅድስት፡ ቤተ፡ ክርስቲያን፡ ሥዕል፡ ዐቢይ፡ ወመንክር,TRUE,High,
EMML (HMML) 6938,8,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",32r,,,32r,,,,,ወኮነ፡ በአሐዱ፡ እምመዋዕል፡ ሖሩ፡ ሰብእ፡ መነኮሳት፡ እምደብረ፡ አባ፡ ሳሙኤል፡ ዘቀልሞን፡ ለፈጽሞ፡ መፍቅደ፡ ደብር,TRUE,High,
EMML (HMML) 6938,9,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",34r,,,34r,,,,,ወሀሎ፡ በዝንቱ፡ ደብረ፡ ቀልሞን፡ ዘቅዱስ፡ አባ፡ ሳሙኤል፡ ብእሲ፡ ዘይሰመይ፡ ያዕቆብ፡ ሐፂር፡ ዘአድኀነቶ፡ እግዝእትነ፡…. እምማእሰረ፡ ዐረብ,TRUE,High,
EMML (HMML) 6938,10,The arrival of the Holy Family in Sāmǝnon.,35v,,,35v,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ስዒድ፡ በደብረ፡ እንጽና፡ ቤተ፡ ክርስቲያን፡ በስመ፡ እግዝእትነ፡…. ወእስከ፡ ይእዜ፡ ሀሎ፡ ወኵሉ፡ አሐዱ፡ አሐዱ፡ የአምሮ፡ ወይሰመይ፡ ምኔተ፡ አቡ፡ ንዕናእ,TRUE,High,
EMML (HMML) 6938,11,The arrival of the Holy Family in Sāmǝnon.,37a,,,37a,,,,,ወኮነ፡ በመዋዕለ፡ እግዚእ፡ ክቡር፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ገብርኤል፡ ሰማንያ፡ ወሰመንቱ፡ እምሊቃነ፡ ጳጳሳት፡ ዘእለእስክንድርያ፡ ብእሲ፡ ሊቅ፡ በደብረ፡ ቅዱስ፡ ዐቢይ፡ ሳሙኤል፡ ዘቀልሞን፡ ዘስሙ፡ ሰሎሞን,TRUE,High,
EMML (HMML) 6938,12,"When Tafoneya lays hands on the bier of Saint Mary, an angel cuts his arms off.",38r,,,38r,,,,,ወኮነ፡ በመዋዕለ፡ አብ፡ ክቡር፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ገብርኤል፡ ወልደ፡ ተሪክ፡ ወበጽሖ፡ ለዝንቱ፡ ሊቀ፡ ጳጳሳት፡ በአስ፡ ወጸልእ፡ ምስለ፡ ሕዝቡ,TRUE,High,
EMML (HMML) 6938,14,The repentant knight who could pray only the Hail Mary.,70r,,,70r,,,,,ስምዑ፡ አበውየ፡ ወአኀውየ፡ ከመ፡ ንንግርክሙ፡ ተአምረ፡ ዐባየ፡ ዘኮነ፡ ለእግዝእትነ፡…. ዘነገሩ፡ አበው፡ ቅዱሳን፡ ሰማዕትየ፡ እግዚአብሔር፡ ከመ፡ ኢይዌስክ፡ ወኢያነትግ። ይቤሉነ፡ ነበረ፡ በምድረ፡ ሶርያ፡ ብእሲ፡ ለብሓዊ፡ ፈራሄ፡ እግዚአብሔር,TRUE,High,
EMML (HMML) 6938,15,A man who drowned when a pilgrim ship sank is resuscitated.,71v,,,71v,,,,,ወሀሎ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ጽዒድ፡ እምሢመተ፡ ኤጲስ፡ ቆጶሳት፡ ቤተ፡ ክርስቲያን፡ በስመ፡ እግዝእትነ፡…. ወሀሎ፡ በዛቲ፡ ቤተ፡ ክርስቲያን፡ ብእሲ፡ አምኑት፡ ዘውእቱ፡ ዐቃቤ፡ ቤተ፡ ክርስቲያን,TRUE,High,
EMML (HMML) 6938,16,"A nun sacristan elopes with a priest, but afterwards they repent.",39v,,,39v,,,,,ወኮነ፡ በደብረ፡ ቀልሞን፡ ወሶበ፡ በዝኀ፡ ተአምሪ፡ ለእግዝእትነ፡…. ዘታስተርኢ፡ ውስተ፡ ሥዕል፡ ዘሀለወት፡ በደብረ፡ ቅዱስ፡ አባ፡ ሳሙኤል፡ ዘቀልሞን፡ ወፈድፋደሰ፡ ለዐረብ፡ እለ፡ ሀለዉ፡ ዐውዳ,TRUE,High,
EMML (HMML) 6938,17,The rich merchant from Constantinople who lost all his money and made the icon of Saint Mary his guarantor when he borrowed money from a usurer.,40v,,,40v,,,,,ወሀሎ፡ ብእሲ፡ ክርስቲያናዊ፡ ዲያቆን፡ እምሰብአ፡ መርግ፡ ወኬም፡ ወስሙ፡ ንኳል,TRUE,High,
EMML (HMML) 6938,18,The monk who has carried by the bretheren to church when he became too sick to walk.,41v,,,41v,,,,,ወሀሎ፡ ብእሲ፡ በሀገረ፡ ናርዲን፡ ወተሠይመ፡ ቀሲሰ፡ በላዕለ፡ ቤተ፡ ክርስቲያን፡ ድንግል፡ ዘይእቲ፡ ሀገር,TRUE,High,
EMML (HMML) 6938,19,The mighty Goliath threatens to destroy the monastery of Saint Mary.,43v,,,43v,,,,,,FALSE,,
EMML (HMML) 6938,20,"The monk who got himself appointed abbot of another monastery by the king, without the consent of the monks.",44r,,,44r,,,,,ወሀለወት፡ አሐቲ፡ ብእሲት፡ እምአንስተ፡ ዐረብ፡ ወባቲ፡ ውሕዘተ፡ ደም፡ እምብዙኅ፡ ዓመታት,TRUE,High,
EMML (HMML) 6938,21,The wealthy man to whom Saint Mary appeared in the form of a bird to save the countryside from pestilence.,45r,,,45r,,,,,ወሀሎ፡ በቤተ፡ ክርስቲያነ፡ ቅድስት፡ ወብፅዕት፡ ንጽሕት፡ ወልዕልት፡ እምሰማዕታት፡ በርባራ፡ ብእሲ፡ ዘይሰመይ፡ ዮሐንስ,TRUE,High,
EMML (HMML) 6938,22,Saint Mary cures the son of a Roman official in Bethlehem.,46v,,,46v,,,,,ወሀለወት፡ ቤተ፡ ክርስቲያን፡ ወዓዲ፡ ሥዕል፡ በስመ፡ እግዝእትነ፡…. በገቦ፡ ንድቅ፡ ዘየማን,TRUE,High,
EMML (HMML) 6938,23,The blessing given to the animals at Däbrä Qʷəsqʷam by the anointing of Saint Mary.,47r,,,47r,,,,,ወሀለዉ፡ ክልኤቱ፡ መነኮሳት፡ ቡሩካን፡ እምድብረ፡ ሰማዕት፡ ማር፡ ፊቅጦር፡ በማኅፈደ፡ ናርቆን,TRUE,High,
EMML (HMML) 6938,24,The vision of Timothy of Alexandria: The Holy Family encounters brigands.,48r,,,48r,,,,,,FALSE,,
EMML (HMML) 6938,25,Saint Mary asks Christ that the disciples preach her Transitus and Assumption.,48v,,,48v,,,,,ወሀለወት፡ ብእሲት፡ መሃይምንት፡ ቅድስት፡ ወቡርክት፡ ወተኀድር፡ በአሐዱ፡ ሀገር፡ እምአህጉራተ፡ ታሕታይ፡ ግብጽ፡ ዘትሰመይ፡ ስምባጥ,TRUE,High,
EMML (HMML) 6938,26,Saint Mary sets up the pillars in the church and makes a miraculous spring flow out at their base.,50r,,,50r,,,,,ወኮነ፡ በበዐላ፡ ለእግዝእትነ፡…. አመ፡ ፲፡ ወ፮፡ ለወርኀ፡ ነሐሴ፡ ዕርገተ፡ ሥጋሃ፡ ቅዱስ፡ ውስተ፡ ሰማያት፡ ወይትገበር፡ ባቲ፡ በዐል፡ ዐቢይ፡ በቤተ፡ ልሔም,TRUE,High,
